TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmount_bin,Target
41.93,1,14,0,48.0,1,136.0,1.0,5081.26,Rendah,1
95.35,1,6,2,21.0,3,131.0,1.0,1639.9,Sedang,3
93.14,1,22,2,67.0,2,151.0,1.0,5473.82,Sedang,1
79.33,0,19,2,51.0,0,109.0,1.0,14798.1,Sedang,2
233.71,1,17,2,19.0,3,297.0,1.0,1231.98,Tinggi,4
14.92,1,19,1,26.0,1,120.0,1.0,6611.26,Rendah,3
242.17,1,17,0,60.0,0,147.0,1.0,883.72,Tinggi,1
122.98,1,17,2,79.0,2,228.0,1.0,5055.99,Sedang,4
129.35,1,19,0,52.0,1,130.0,1.0,7166.88,Sedang,2
138.33,1,9,2,21.0,3,69.0,1.0,232.56,Sedang,3
39.31,1,32,2,25.0,3,178.0,1.0,1236.38,Rendah,3
91.85,1,39,2,21.0,3,148.0,1.0,802.09,Sedang,3
277.7,1,26,1,58.0,1,107.0,1.0,1423.2,Tinggi,1
114.03,1,32,0,51.0,0,172.0,1.0,13388.56,Sedang,2
302.63,0,38,1,27.0,1,10.0,1.0,2801.28,Tinggi,3
31.19,1,5,0,52.0,1,74.0,1.0,5545.96,Rendah,1
112.91,0,40,2,27.0,1,135.0,1.0,4764.48,Sedang,3
742.26,1,36,2,27.0,1,36.0,1.0,7868.19,Sangat Tinggi,0
256.8,1,5,0,26.0,3,80.0,1.0,1128.38,Tinggi,3
378.68,1,13,0,60.0,0,239.0,1.0,7627.04,Sangat Tinggi,4
571.93,1,42,2,52.0,2,119.0,1.0,4026.03,Sangat Tinggi,0
26.31,0,2,2,77.0,2,163.0,1.0,7095.76,Rendah,1
533.61,1,23,2,48.0,1,115.0,1.0,3656.93,Sangat Tinggi,0
428.62,1,33,1,55.0,2,72.0,1.0,3473.24,Sangat Tinggi,1
361.22,1,33,0,64.0,2,167.0,1.0,7061.73,Tinggi,1
837.29,1,31,1,25.0,3,216.0,1.0,6012.67,Sangat Tinggi,0
135.27,1,1,0,48.0,0,131.0,1.0,9410.51,Sedang,2
185.1,1,0,1,53.0,2,23.0,1.0,6115.63,Sedang,1
354.96,1,13,2,69.0,0,96.0,1.0,6712.94,Tinggi,1
224.22,1,14,1,53.0,0,37.0,1.0,8400.87,Tinggi,2
737.1,1,42,0,60.0,2,92.0,1.0,4644.19,Sangat Tinggi,0
223.22,1,13,0,27.0,3,96.0,1.0,1734.22,Tinggi,3
557.26,1,38,0,69.0,0,53.0,1.0,5237.12,Sangat Tinggi,0
27.44,1,4,0,62.0,2,164.0,1.0,5950.48,Rendah,1
310.09,1,11,1,36.0,0,166.0,1.0,9962.5,Tinggi,2
80.38,1,18,2,52.0,0,116.0,1.0,9662.88,Sedang,2
26.1,0,11,1,66.0,0,115.0,1.0,5243.0,Rendah,1
845.14,0,28,1,73.0,2,183.0,1.0,1702.65,Sangat Tinggi,0
59.73,1,14,0,27.0,3,56.0,1.0,800.93,Rendah,3
758.77,1,35,0,60.0,1,114.0,1.0,7231.47,Sangat Tinggi,0
301.51,1,5,0,22.0,3,284.0,1.0,1052.31,Tinggi,4
118.06,0,19,1,32.0,0,31.0,1.0,13560.63,Sedang,2
483.92,1,27,0,70.0,2,115.0,1.0,3138.0,Sangat Tinggi,1
78.93,1,23,0,38.0,0,145.0,1.0,9916.24,Sedang,2
36.63,1,24,0,75.0,2,261.0,1.0,7941.73,Rendah,4
87.85,1,7,1,49.0,1,63.0,1.0,3753.24,Sedang,1
705.34,1,42,2,59.0,0,124.0,1.0,5003.22,Sangat Tinggi,0
116.89,1,8,2,71.0,2,226.0,1.0,4880.31,Sedang,4
106.41,1,20,1,57.0,2,87.0,1.0,1310.38,Sedang,1
584.41,1,19,0,23.0,3,41.0,1.0,4475.22,Sangat Tinggi,0
584.98,0,6,1,55.0,2,121.0,1.0,6521.05,Sangat Tinggi,0
79.21,1,7,1,56.0,2,140.0,1.0,1615.04,Sedang,1
173.13,0,1,2,20.0,3,288.0,1.0,1490.34,Sedang,4
422.81,1,20,1,28.0,3,193.0,1.0,1929.28,Sangat Tinggi,4
135.43,1,38,0,57.0,2,92.0,1.0,5315.83,Sedang,1
308.94,1,20,2,25.0,3,167.0,1.0,1931.66,Tinggi,3
295.93,1,4,1,36.0,0,117.0,1.0,1050.63,Tinggi,3
77.44,1,42,1,58.0,2,268.0,1.0,1950.63,Rendah,4
92.5,0,39,2,40.0,1,70.0,1.0,6295.45,Sedang,2
97.74,0,20,2,41.0,1,137.0,1.0,4113.63,Sedang,3
291.68,1,8,0,21.0,3,90.0,1.0,1451.02,Tinggi,3
56.96,1,0,0,22.0,3,135.0,1.0,1597.85,Rendah,3
436.8,1,39,2,27.0,3,92.0,1.0,1256.33,Sangat Tinggi,3
259.49,1,2,2,72.0,2,292.0,1.0,7320.61,Tinggi,4
726.26,1,29,2,57.0,2,147.0,1.0,2150.38,Sangat Tinggi,0
568.68,1,15,0,72.0,2,101.0,1.0,2940.04,Sangat Tinggi,0
14.16,0,28,1,74.0,2,290.0,1.0,5399.76,Rendah,4
61.33,1,33,0,27.0,1,129.0,1.0,7537.4,Rendah,2
27.64,1,27,2,54.0,1,23.0,1.0,7498.51,Rendah,1
3.85,1,38,0,29.0,0,32.0,1.0,10506.41,Rendah,2
431.22,0,2,1,73.0,2,129.0,1.0,6505.98,Sangat Tinggi,1
178.55,1,15,1,55.0,1,67.0,1.0,7568.4,Sedang,1
248.76,1,10,0,18.0,3,56.0,1.0,546.46,Tinggi,3
76.16,1,37,0,23.0,3,99.0,1.0,1072.25,Rendah,3
347.25,1,16,0,69.0,0,250.0,1.0,7273.55,Tinggi,4
325.98,1,42,0,19.0,3,277.0,1.0,782.35,Tinggi,4
249.56,1,27,1,76.0,2,246.0,1.0,4444.95,Tinggi,4
17.43,1,0,0,56.0,0,33.0,1.0,10658.88,Rendah,2
198.01,0,2,1,26.0,3,40.0,1.0,250.93,Sedang,3
585.58,1,33,1,23.0,3,55.0,1.0,1729.02,Sangat Tinggi,0
434.67,0,41,2,27.0,3,124.0,1.0,1298.13,Sangat Tinggi,3
510.7,0,26,2,27.0,3,294.0,1.0,5828.48,Sangat Tinggi,4
331.98,1,10,0,74.0,2,12.0,1.0,7600.99,Tinggi,1
199.54,1,32,2,56.0,1,268.0,1.0,9603.73,Sedang,4
212.97,1,1,2,59.0,1,178.0,1.0,4180.4,Tinggi,4
270.56,1,30,2,23.0,3,139.0,1.0,1268.44,Tinggi,3
306.37,1,7,0,26.0,1,120.0,1.0,9609.67,Tinggi,2
643.02,0,11,0,38.0,0,85.0,1.0,11989.39,Sangat Tinggi,0
98.48,1,24,1,47.0,1,12.0,1.0,9538.92,Sedang,2
889.01,1,41,2,36.0,1,169.0,1.0,4826.88,Sangat Tinggi,0
537.86,1,18,2,27.0,3,134.0,1.0,293.06,Sangat Tinggi,0
241.18,1,23,0,25.0,3,162.0,1.0,1445.53,Tinggi,3
130.54,1,1,0,64.0,0,94.0,1.0,11204.62,Sedang,2
800.29,0,36,1,20.0,3,84.0,1.0,693.4,Sangat Tinggi,0
8.81,1,9,2,57.0,0,165.0,1.0,13523.65,Rendah,2
28.52,1,11,0,20.0,3,163.0,1.0,662.51,Rendah,3
431.31,0,1,2,23.0,3,99.0,1.0,342.73,Sangat Tinggi,3
885.33,0,33,0,47.0,1,59.0,1.0,7764.16,Sangat Tinggi,0
199.23,1,40,0,29.0,1,54.0,1.0,9834.0,Sedang,2
42.26,1,33,0,44.0,0,171.0,1.0,268.77,Rendah,3
166.06,1,16,0,30.0,1,172.0,1.0,5397.68,Sedang,4
588.37,1,9,2,28.0,3,284.0,1.0,1926.08,Sangat Tinggi,4
72.82,1,15,2,68.0,0,127.0,1.0,6911.62,Rendah,1
162.36,1,40,2,36.0,1,147.0,1.0,7527.04,Sedang,2
584.82,0,26,2,43.0,0,109.0,1.0,12071.1,Sangat Tinggi,2
38.15,0,28,2,72.0,2,129.0,1.0,1425.47,Rendah,1
639.57,1,30,1,60.0,0,43.0,1.0,11726.47,Sangat Tinggi,0
58.23,1,31,2,28.0,3,34.0,1.0,9189.76,Rendah,2
776.21,0,33,2,78.0,2,99.0,1.0,4895.87,Sangat Tinggi,0
188.61,1,4,2,67.0,2,26.0,1.0,7167.57,Sedang,1
675.37,0,17,2,56.0,2,31.0,1.0,4704.91,Sangat Tinggi,0
94.82,0,8,1,67.0,2,56.0,1.0,1267.72,Sedang,1
425.18,0,14,2,59.0,1,135.0,1.0,5790.55,Sangat Tinggi,1
50.28,1,28,1,60.0,1,65.0,1.0,5729.1,Rendah,1
70.68,1,12,2,25.0,3,105.0,1.0,1478.41,Rendah,3
261.77,1,6,2,28.0,3,46.0,1.0,824.71,Tinggi,3
183.22,1,25,0,27.0,3,63.0,1.0,1024.42,Sedang,3
156.86,1,5,0,51.0,0,102.0,1.0,14453.35,Sedang,2
120.67,1,7,0,42.0,0,233.0,1.0,5374.54,Sedang,4
308.62,0,34,1,59.0,1,101.0,1.0,9148.08,Tinggi,2
506.81,1,25,0,59.0,1,41.0,1.0,2757.23,Sangat Tinggi,0
328.39,1,27,0,41.0,1,108.0,1.0,2523.83,Tinggi,3
796.3,1,2,1,67.0,2,64.0,1.0,1498.79,Sangat Tinggi,0
72.47,1,4,2,29.0,0,72.0,1.0,1305.56,Rendah,3
279.6,1,13,0,25.0,3,131.0,1.0,1910.9,Tinggi,3
304.2,1,16,2,25.0,3,102.0,1.0,423.64,Tinggi,3
351.38,1,27,1,64.0,2,21.0,1.0,7606.63,Tinggi,1
86.07,1,9,1,31.0,0,23.0,1.0,842.56,Sedang,3
604.5,1,32,0,28.0,3,80.0,1.0,709.42,Sangat Tinggi,0
258.7,1,5,0,27.0,3,123.0,1.0,1358.37,Tinggi,3
11.46,0,2,1,75.0,2,64.0,1.0,7258.33,Rendah,1
63.76,1,35,0,69.0,2,100.0,1.0,4980.26,Rendah,1
446.83,0,24,1,55.0,2,143.0,1.0,1623.5,Sangat Tinggi,0
63.54,1,9,0,26.0,1,136.0,1.0,4401.78,Rendah,3
81.11,1,5,2,48.0,1,110.0,1.0,2051.37,Sedang,1
170.96,1,42,1,64.0,0,69.0,1.0,13374.89,Sedang,2
48.51,1,2,1,22.0,3,69.0,1.0,3363.23,Rendah,3
325.03,1,17,1,60.0,0,106.0,1.0,13521.76,Tinggi,2
738.94,1,30,1,41.0,0,173.0,1.0,13856.18,Sangat Tinggi,0
180.36,0,28,2,33.0,1,55.0,1.0,9905.23,Sedang,2
720.46,1,40,1,54.0,2,44.0,1.0,3101.54,Sangat Tinggi,0
291.46,1,24,0,57.0,2,135.0,1.0,7142.53,Tinggi,1
98.24,1,23,2,28.0,3,148.0,1.0,580.66,Sedang,3
100.48,0,25,1,18.0,3,104.0,1.0,6149.81,Sedang,3
45.9,1,8,1,56.0,1,264.0,1.0,5698.25,Rendah,4
258.21,1,35,2,39.0,0,225.0,1.0,9562.41,Tinggi,4
287.51,1,12,2,22.0,3,255.0,1.0,187.65,Tinggi,4
501.3,0,35,2,26.0,1,146.0,1.0,8520.08,Sangat Tinggi,0
26.1,1,23,0,27.0,3,32.0,1.0,1435.72,Rendah,3
436.77,1,17,0,20.0,3,176.0,1.0,825.69,Sangat Tinggi,3
123.35,0,3,2,31.0,0,10.0,1.0,6852.16,Sedang,2
139.52,1,32,1,23.0,3,31.0,1.0,1570.22,Sedang,3
2.51,1,3,2,63.0,2,32.0,1.0,4891.56,Rendah,1
22.62,1,41,0,64.0,0,102.0,1.0,7682.0,Rendah,1
126.83,1,2,1,57.0,2,39.0,1.0,6100.98,Sedang,1
46.6,1,11,2,55.0,0,68.0,1.0,1562.9,Rendah,1
243.8,1,37,1,57.0,0,48.0,1.0,13732.81,Tinggi,2
231.51,0,28,1,60.0,2,96.0,1.0,5790.7,Tinggi,1
762.74,1,20,0,64.0,0,244.0,1.0,207.1,Sangat Tinggi,0
34.03,1,20,1,57.0,1,38.0,1.0,3077.2,Rendah,1
101.51,0,40,2,46.0,1,199.0,1.0,3052.47,Sedang,4
309.42,1,14,1,27.0,1,42.0,1.0,8564.46,Tinggi,2
257.6,0,13,2,59.0,2,293.0,1.0,7950.74,Tinggi,4
82.01,0,34,1,23.0,3,156.0,1.0,287.46,Sedang,3
476.99,1,36,2,23.0,3,187.0,1.0,1154.48,Sangat Tinggi,3
333.39,1,30,0,68.0,0,35.0,1.0,10628.59,Tinggi,2
10.3,1,14,0,47.0,1,197.0,1.0,7801.32,Rendah,4
98.95,1,23,1,75.0,2,73.0,1.0,5670.82,Sedang,1
215.13,1,5,2,46.0,1,114.0,1.0,3956.69,Tinggi,1
218.57,0,22,1,62.0,0,102.0,1.0,13869.86,Tinggi,2
341.88,1,2,0,43.0,1,89.0,1.0,4159.52,Tinggi,1
50.43,1,38,1,32.0,0,51.0,1.0,9794.26,Rendah,2
440.43,1,7,1,78.0,2,23.0,1.0,5123.24,Sangat Tinggi,1
1.98,1,39,0,66.0,0,170.0,1.0,11619.1,Rendah,2
173.45,1,30,0,31.0,1,161.0,1.0,9077.62,Sedang,2
438.76,1,35,1,22.0,3,73.0,1.0,1824.19,Sangat Tinggi,3
519.62,0,42,2,71.0,2,40.0,1.0,4159.33,Sangat Tinggi,1
738.68,1,6,2,50.0,0,124.0,1.0,14352.33,Sangat Tinggi,0
151.14,1,22,2,64.0,2,38.0,1.0,2156.54,Sedang,1
444.52,1,21,2,27.0,1,17.0,1.0,5424.6,Sangat Tinggi,0
5.29,1,16,2,52.0,0,276.0,1.0,11263.89,Rendah,4
97.63,0,25,2,48.0,0,127.0,1.0,12467.31,Sedang,2
256.95,1,36,1,26.0,1,71.0,1.0,2531.24,Tinggi,3
734.86,0,4,1,48.0,1,290.0,1.0,6242.03,Sangat Tinggi,4
84.28,1,22,1,39.0,0,142.0,1.0,13586.06,Sedang,2
202.49,0,41,0,48.0,1,69.0,1.0,7447.1,Tinggi,2
154.99,1,23,1,25.0,3,53.0,1.0,1419.31,Sedang,3
481.53,1,1,1,58.0,2,277.0,1.0,6142.54,Sangat Tinggi,4
172.92,1,24,2,20.0,3,212.0,1.0,416.37,Sedang,3
275.59,0,30,1,53.0,2,238.0,1.0,6313.22,Tinggi,4
207.2,1,8,2,60.0,1,133.0,1.0,8092.94,Tinggi,1
136.82,1,6,1,31.0,1,14.0,1.0,6229.13,Sedang,3
26.3,1,41,0,32.0,0,33.0,1.0,7473.73,Rendah,2
319.5,0,41,1,29.0,1,69.0,1.0,2366.3,Tinggi,3
182.42,1,18,1,51.0,2,137.0,1.0,3051.29,Sedang,1
716.62,1,1,0,44.0,0,241.0,1.0,6987.4,Sangat Tinggi,0
222.96,0,14,0,65.0,0,150.0,1.0,7370.41,Tinggi,1
79.77,1,37,0,68.0,2,167.0,1.0,5010.31,Sedang,1
592.24,1,40,0,52.0,0,140.0,1.0,9817.05,Sangat Tinggi,0
200.19,0,35,1,52.0,2,108.0,1.0,4389.96,Tinggi,1
343.88,1,26,2,63.0,2,97.0,1.0,6486.18,Tinggi,1
162.1,1,25,1,41.0,1,151.0,1.0,8576.65,Sedang,2
36.12,1,15,2,22.0,3,234.0,1.0,1593.03,Rendah,4
354.91,1,4,0,74.0,2,191.0,1.0,3872.55,Tinggi,1
38.41,1,10,0,40.0,0,117.0,1.0,9129.68,Rendah,2
13.3,1,35,0,23.0,3,63.0,1.0,213.0,Rendah,3
189.65,1,5,0,21.0,3,60.0,1.0,8457.09,Sedang,2
255.32,1,3,0,80.0,2,27.0,1.0,6290.62,Tinggi,1
230.51,0,22,1,51.0,1,56.0,1.0,9522.37,Tinggi,2
237.74,1,40,0,61.0,0,152.0,1.0,11795.12,Tinggi,2
85.01,0,32,0,25.0,3,157.0,1.0,1299.4,Sedang,3
444.47,1,38,2,57.0,2,61.0,1.0,6062.94,Sangat Tinggi,1
55.98,0,18,1,24.0,3,87.0,1.0,7047.04,Rendah,3
54.91,0,8,0,41.0,1,275.0,1.0,7927.27,Rendah,4
393.74,1,5,2,26.0,3,90.0,1.0,1769.06,Sangat Tinggi,3
515.57,1,8,0,27.0,1,56.0,1.0,9269.67,Sangat Tinggi,0
332.15,1,9,0,59.0,0,105.0,1.0,9749.46,Tinggi,2
177.94,1,25,2,19.0,3,173.0,1.0,123.24,Sedang,3
240.03,1,1,2,33.0,1,31.0,1.0,7807.73,Tinggi,2
474.77,1,4,2,46.0,1,284.0,1.0,8494.53,Sangat Tinggi,4
451.7,1,6,2,29.0,1,103.0,1.0,8994.67,Sangat Tinggi,2
243.85,1,29,1,39.0,1,43.0,1.0,4576.78,Tinggi,3
435.08,1,37,2,55.0,1,78.0,1.0,2103.41,Sangat Tinggi,0
127.78,1,24,0,20.0,3,170.0,1.0,1046.66,Sedang,3
23.14,0,23,2,47.0,0,93.0,1.0,10536.54,Rendah,2
545.87,1,24,1,27.0,1,41.0,1.0,4860.01,Sangat Tinggi,0
21.21,1,26,2,55.0,1,37.0,1.0,9575.42,Rendah,2
423.53,0,18,1,50.0,0,81.0,1.0,5453.4,Sangat Tinggi,0
114.15,1,1,0,19.0,3,52.0,1.0,1612.4,Sedang,3
275.98,0,42,2,72.0,2,67.0,1.0,6151.05,Tinggi,1
590.68,1,42,1,27.0,3,23.0,1.0,852.2,Sangat Tinggi,0
152.42,1,38,0,42.0,0,176.0,1.0,9141.79,Sedang,2
395.77,0,12,1,43.0,0,118.0,1.0,6425.99,Sangat Tinggi,0
615.16,1,4,2,26.0,3,140.0,1.0,214.61,Sangat Tinggi,0
207.82,0,19,2,19.0,3,30.0,1.0,229.02,Tinggi,3
220.52,1,39,0,57.0,2,152.0,1.0,1793.09,Tinggi,1
281.47,1,30,0,34.0,1,142.0,1.0,4437.48,Tinggi,3
57.91,0,34,1,58.0,1,97.0,1.0,3641.06,Rendah,1
30.48,0,39,1,32.0,0,78.0,1.0,11481.85,Rendah,2
424.47,1,28,2,22.0,3,116.0,1.0,5491.55,Sangat Tinggi,3
228.4,1,29,0,67.0,0,116.0,1.0,9598.43,Tinggi,2
67.17,1,39,2,63.0,0,48.0,1.0,14410.44,Rendah,2
118.69,1,29,2,33.0,0,296.0,1.0,749.34,Sedang,4
221.33,1,21,0,27.0,3,276.0,1.0,1185.43,Tinggi,4
252.31,0,39,0,26.0,3,172.0,1.0,1584.6,Tinggi,3
433.53,1,30,1,38.0,0,231.0,1.0,6368.32,Sangat Tinggi,4
178.26,1,28,0,59.0,2,59.0,1.0,1137.13,Sedang,1
237.0,1,40,2,49.0,0,115.0,1.0,14021.4,Tinggi,2
347.63,0,6,2,25.0,3,272.0,1.0,1400.04,Tinggi,4
517.68,1,29,0,31.0,0,24.0,1.0,11305.81,Sangat Tinggi,2
36.25,1,40,1,52.0,0,76.0,1.0,193.06,Rendah,1
46.53,1,37,0,42.0,1,34.0,1.0,4468.12,Rendah,1
207.47,1,24,0,53.0,0,12.0,1.0,1688.9,Tinggi,1
199.7,1,16,0,43.0,1,285.0,1.0,7574.45,Sedang,4
307.89,0,26,2,62.0,2,90.0,1.0,2637.55,Tinggi,1
20.06,1,22,0,27.0,3,144.0,1.0,445.21,Rendah,3
236.57,1,34,0,79.0,2,112.0,1.0,3488.77,Tinggi,1
0.32,1,4,0,39.0,1,136.0,1.0,7158.58,Rendah,2
14.28,1,31,0,23.0,3,81.0,1.0,1597.51,Rendah,3
232.35,0,1,1,33.0,1,153.0,1.0,4186.25,Tinggi,3
317.53,1,24,2,44.0,1,104.0,1.0,6237.68,Tinggi,2
74.67,1,16,0,43.0,1,283.0,1.0,3449.35,Rendah,4
65.01,0,2,2,29.0,0,67.0,1.0,10235.19,Rendah,2
0.45,1,18,1,34.0,1,172.0,1.0,8670.23,Rendah,2
364.13,1,13,0,63.0,0,61.0,1.0,8198.0,Tinggi,1
222.66,1,11,2,39.0,0,88.0,1.0,14466.38,Tinggi,2
638.24,1,31,1,48.0,1,64.0,1.0,5695.78,Sangat Tinggi,0
241.21,1,29,0,31.0,1,108.0,1.0,1220.86,Tinggi,3
171.16,1,27,2,51.0,2,42.0,1.0,6126.5,Sedang,1
37.65,0,38,2,27.0,3,109.0,1.0,411.78,Rendah,3
25.77,1,22,2,68.0,2,18.0,1.0,4331.54,Rendah,1
789.8,1,17,0,40.0,0,94.0,1.0,13948.09,Sangat Tinggi,0
806.97,1,39,2,25.0,3,11.0,1.0,102.2,Sangat Tinggi,0
490.82,1,18,0,26.0,1,114.0,1.0,8704.27,Sangat Tinggi,0
311.28,1,1,1,49.0,0,198.0,1.0,135.96,Tinggi,4
85.03,1,36,0,51.0,2,48.0,1.0,4597.57,Sedang,1
307.75,1,11,1,64.0,0,63.0,1.0,1061.58,Tinggi,1
333.67,1,13,2,36.0,1,68.0,1.0,9238.08,Tinggi,2
372.08,1,15,1,66.0,0,63.0,1.0,13330.74,Tinggi,2
502.9,0,14,2,26.0,3,141.0,1.0,341.24,Sangat Tinggi,3
103.81,1,28,0,36.0,0,34.0,1.0,7044.63,Sedang,2
69.43,1,19,0,30.0,1,162.0,1.0,9281.85,Rendah,2
110.4,0,36,0,56.0,0,62.0,1.0,8639.36,Sedang,2
251.8,1,23,0,62.0,0,102.0,1.0,11796.66,Tinggi,2
334.07,1,27,1,59.0,1,200.0,1.0,7306.79,Tinggi,4
52.44,1,33,2,27.0,3,87.0,1.0,3157.75,Rendah,3
141.37,1,10,2,46.0,1,77.0,1.0,1019.77,Sedang,3
211.7,0,6,2,50.0,0,205.0,1.0,12272.78,Tinggi,2
308.23,1,19,0,60.0,2,23.0,1.0,4150.63,Tinggi,1
111.41,1,6,1,21.0,3,181.0,1.0,1204.11,Sedang,3
675.49,1,5,0,61.0,2,159.0,1.0,1893.0,Sangat Tinggi,0
294.61,1,29,1,60.0,2,74.0,1.0,7375.59,Tinggi,1
106.43,0,31,0,52.0,1,164.0,1.0,9403.12,Sedang,2
381.52,1,39,2,36.0,0,79.0,1.0,5798.92,Sangat Tinggi,0
5.66,1,14,1,40.0,1,33.0,1.0,5434.64,Rendah,1
209.09,1,41,0,48.0,0,203.0,1.0,9100.81,Tinggi,4
521.81,1,41,0,47.0,1,34.0,1.0,4750.96,Sangat Tinggi,0
588.36,1,5,2,33.0,1,134.0,1.0,8434.99,Sangat Tinggi,0
146.67,1,0,2,20.0,3,273.0,1.0,1569.75,Sedang,4
57.34,1,1,2,27.0,3,81.0,1.0,1100.64,Rendah,3
294.77,1,30,2,77.0,2,101.0,1.0,2272.17,Tinggi,1
162.59,1,16,1,64.0,2,19.0,1.0,7104.83,Sedang,1
56.15,1,26,1,31.0,0,77.0,1.0,13265.92,Rendah,2
524.55,1,12,0,39.0,0,175.0,1.0,8292.75,Sangat Tinggi,0
535.4,1,36,1,23.0,3,110.0,1.0,651.84,Sangat Tinggi,0
56.84,1,33,0,45.0,1,185.0,1.0,7977.78,Rendah,4
124.05,0,0,1,61.0,0,220.0,1.0,7009.54,Sedang,4
802.89,1,6,0,19.0,3,175.0,1.0,1973.63,Sangat Tinggi,0
193.16,1,5,0,64.0,2,109.0,1.0,2304.56,Sedang,1
541.52,0,16,1,48.0,1,161.0,1.0,6087.24,Sangat Tinggi,0
20.17,1,35,0,77.0,2,86.0,1.0,3869.37,Rendah,1
35.98,0,26,1,40.0,0,133.0,1.0,11147.34,Rendah,2
273.24,1,14,1,51.0,2,173.0,1.0,2202.21,Tinggi,4
663.45,1,0,0,67.0,2,147.0,1.0,5897.29,Sangat Tinggi,0
343.86,1,5,1,57.0,1,70.0,1.0,3278.65,Tinggi,1
75.43,1,14,0,77.0,2,266.0,1.0,1441.86,Rendah,4
86.79,1,13,1,33.0,0,166.0,1.0,8795.37,Sedang,2
14.1,1,21,1,45.0,1,73.0,1.0,6949.21,Rendah,2
63.33,0,21,1,23.0,3,124.0,1.0,792.33,Rendah,3
606.27,1,21,1,29.0,0,42.0,1.0,9668.78,Sangat Tinggi,0
4.47,1,3,1,27.0,3,132.0,1.0,1381.75,Rendah,3
338.69,1,41,1,18.0,3,169.0,1.0,1137.89,Tinggi,3
97.73,1,34,1,69.0,0,156.0,1.0,7885.21,Sedang,1
27.61,0,13,0,54.0,2,26.0,1.0,3679.64,Rendah,1
284.17,1,22,0,51.0,2,189.0,1.0,3479.56,Tinggi,4
76.21,1,20,1,22.0,3,69.0,1.0,664.93,Rendah,3
584.51,1,10,0,74.0,2,76.0,1.0,3254.56,Sangat Tinggi,0
432.18,1,19,1,18.0,3,162.0,1.0,678.83,Sangat Tinggi,3
134.55,1,38,2,59.0,0,165.0,1.0,14852.42,Sedang,2
61.66,1,34,0,26.0,3,86.0,1.0,5705.4,Rendah,3
12.35,1,14,1,25.0,3,22.0,1.0,1846.85,Rendah,3
213.25,1,37,1,25.0,3,63.0,1.0,677.79,Tinggi,3
34.93,1,8,1,31.0,1,72.0,1.0,2810.37,Rendah,3
335.68,1,40,2,24.0,3,142.0,1.0,1188.95,Tinggi,3
423.96,1,36,0,43.0,0,75.0,1.0,8374.38,Sangat Tinggi,2
220.82,1,21,1,42.0,1,31.0,1.0,4298.13,Tinggi,1
406.12,1,15,0,42.0,0,106.0,1.0,10501.53,Sangat Tinggi,2
427.83,1,31,0,47.0,1,29.0,1.0,3293.06,Sangat Tinggi,0
21.9,1,31,0,28.0,3,30.0,1.0,1052.27,Rendah,3
393.68,1,36,0,55.0,0,141.0,1.0,10135.88,Sangat Tinggi,2
281.91,1,10,1,25.0,3,269.0,1.0,225.53,Tinggi,4
239.85,1,40,0,70.0,2,50.0,1.0,1477.63,Tinggi,1
237.84,1,26,1,26.0,3,16.0,1.0,8932.39,Tinggi,2
459.29,0,18,2,64.0,2,109.0,1.0,1006.12,Sangat Tinggi,1
196.49,1,28,1,41.0,1,65.0,1.0,7516.56,Sedang,2
344.87,1,15,1,58.0,2,25.0,1.0,7447.44,Tinggi,1
129.62,0,38,0,23.0,3,124.0,1.0,620.28,Sedang,3
16.53,1,15,0,21.0,3,220.0,1.0,707.95,Rendah,3
277.02,0,10,0,46.0,0,227.0,1.0,8586.38,Tinggi,4
13.02,1,5,1,51.0,0,42.0,1.0,6076.45,Rendah,1
199.02,1,22,0,22.0,3,185.0,1.0,793.63,Sedang,3
684.5,1,13,1,29.0,0,76.0,1.0,6258.63,Sangat Tinggi,0
45.92,1,26,0,26.0,3,23.0,1.0,544.56,Rendah,3
761.73,1,8,0,19.0,3,27.0,1.0,151.28,Sangat Tinggi,0
331.38,1,24,0,42.0,1,122.0,1.0,844.55,Tinggi,3
602.8,1,3,1,60.0,2,173.0,1.0,7417.69,Sangat Tinggi,0
64.12,0,16,1,57.0,0,222.0,1.0,1029.09,Rendah,4
94.64,0,27,0,28.0,3,144.0,1.0,586.76,Sedang,3
155.56,0,2,1,19.0,3,64.0,1.0,129.79,Sedang,3
301.39,0,10,2,47.0,0,104.0,1.0,10548.58,Tinggi,2
136.31,1,26,2,74.0,2,65.0,1.0,4384.95,Sedang,1
4.39,1,30,0,26.0,3,63.0,1.0,1429.61,Rendah,3
429.25,1,39,2,29.0,1,107.0,1.0,5019.68,Sangat Tinggi,0
138.54,0,2,1,60.0,1,93.0,1.0,8274.77,Sedang,1
33.03,1,42,1,21.0,3,28.0,1.0,935.88,Rendah,3
76.39,1,34,2,30.0,0,80.0,1.0,11584.32,Rendah,2
25.32,1,28,0,19.0,3,25.0,1.0,1642.34,Rendah,3
330.91,1,18,0,36.0,1,28.0,1.0,6481.35,Tinggi,2
153.55,1,10,2,37.0,0,16.0,1.0,5619.91,Sedang,3
217.61,1,29,2,27.0,3,120.0,1.0,1661.1,Tinggi,3
131.69,0,10,1,53.0,1,59.0,1.0,2958.43,Sedang,1
68.49,1,26,2,67.0,2,49.0,1.0,6683.31,Rendah,1
